Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Week,Day,PrevDayChng,Var,52Wk_High,52Wk_Low,EMA5,EMA12,EMA26,MACD,Signal,Short_Gain,Long_Gain,Rating
2011-08-19,0.00040465142164181067,0.0011352789717437445,0.0003034875245531265,0.000393410750416533,0.19622491695190175,0.0,0.0,0.6153846153846154,1.0,0.3862206042017726,0.049636965680660755,2.694629669189453,2.694629669189453,9.64512840722076e-05,0.0,0.0,0.33363900278556785,0.3204786281745244,0.10144932408997409,0.2523446093538757,Buy
2011-08-22,0.0007643473304220737,0.0009217124621418472,0.00048333694152869443,0.0006294614004200352,0.1552475760045009,0.0,0.0,0.6346153846153846,0.0,0.3862206042017726,0.049636965680660755,2.7428715229034424,2.694629669189453,0.00017668529528974512,3.7688751385822616e-05,1.8394059751292158e-05,0.33387067424643785,0.3205292900973159,0.10385245275366373,0.246231084580671,Buy
2011-08-23,0.0009554326614679177,0.0020907148281640864,0.0009329523890024873,0.0020794741559466198,0.24474869519346454,0.0,0.0,0.6346153846153846,0.25,0.4230863585713117,0.049636965680660755,3.0392117500305176,2.694629669189453,0.0007230363998405563,0.00030109382669356484,0.00014841669090535567,0.3354726553523986,0.3209201409172421,0.07709750193333886,0.10204090598082205,Buy
2011-08-24,0.00204575382847913,0.0020907154472498447,0.0014837330578604067,0.0018659073533962654,0.17598190872989328,0.0,0.0,0.6346153846153846,0.5,0.6086967073134748,0.049636965680660755,3.0392117500305176,2.694629669189453,0.0010146787557234731,0.0004898761501240349,0.00025216599228342594,0.3364972676973475,0.3214568838349571,0.0874232647873221,0.07822084937413987,Hold
2011-08-25,0.0015736586858553416,0.001832188840784895,0.0012139656758348109,0.0012364459529762301,0.17693275324871877,0.0,0.0,0.6346153846153846,0.75,0.3566479845438854,0.049636965680660755,3.0392117500305176,2.694629669189453,0.0009951520089041092,0.0005491128197329751,0.0002991798796600862,0.3366496701449714,0.32191960554145954,0.11217955648105482,0.11618596327238673,Buy
2011-08-26,0.0011802428048193342,0.001978312365148456,0.0009329533584156342,0.0018321868319085225,0.18836372489775954,0.0,0.0,0.6346153846153846,1.0,0.29778902580228,0.049636965680660755,3.0392117500305176,2.694629669189453,0.0011846275000450684,0.0006943544273171672,0.00038913389252471717,0.33731945292348525,0.3224362510270106,0.09223682840721947,0.12451955082424537,Buy
2011-08-29,0.002248078923621385,0.002281799863596527,0.0018996256373137368,0.002225597582325054,0.15241039633875508,0.0,0.0,0.6538461538461539,0.0,0.47367036449119126,0.049636965680660755,3.069075107574463,2.694629669189453,0.001444665466996141,0.00088006464025789,0.0005030808659918576,0.33818838129064227,0.32303958469976846,0.08757492833246094,0.12874288199291617,Buy
2011-08-30,0.002124437935910743,0.0027089389983712495,0.0020232740224924908,0.0025852948108431514,0.17523066479056743,0.0,0.0,0.6538461538461539,0.25,0.4416174158567273,0.049636965680660755,3.1425867080688477,2.694629669189453,0.0017402858019386468,0.0010946346891644032,0.0006366164442560499,0.3391703450144554,0.3237369874978561,0.11695904791182188,0.055555420680915235,Hold
2011-08-31,0.002697699005400341,0.0028550652189568565,0.002045754948047056,0.0021694002129734706,0.1810015342923666,0.0,0.0,0.6538461538461539,0.5,0.43554327512809377,0.049636965680660755,3.1425867080688477,2.694629669189453,0.0017960027549766347,0.0012097906360060764,0.0007278522414029629,0.33946847561226196,0.3243601049454001,0.1645378964045432,0.05484596546818099,Hold
2011-09-01,0.002371721389265922,0.0026976932978267313,0.002124433094474432,0.002135672691896422,0.1964936100396898,0.0,0.0,0.6538461538461539,0.75,0.33052601285236827,0.00026997991120104674,3.1425867080688477,2.694629669189453,0.0018216833494423962,0.0013018452180660264,0.0008097016410143851,0.33960251916586626,0.3248879115522091,0.16415697925005346,0.11671720897365034,Buy
2011-09-02,0.0017984624844187003,0.0020007902784563505,0.001618616032816083,0.0017310206010524246,0.11672027733513486,0.0,0.0,0.6538461538461539,1.0,0.3815784219839704,0.00015927780874916295,3.1425867080688477,2.694629669189453,0.001701261822460191,0.0013151292531780184,0.0008539559287811319,0.3392424337195471,0.3252314133402429,0.1718268900026878,0.15402468983473439,Buy
2011-09-06,0.0012589224967510075,0.0020569918937682376,0.0011240376641244929,0.0020232709536039464,0.17838040580333203,0.0,0.0,0.673076923076923,0.25,0.3303993342081539,6.436585572037973e-05,3.1425867080688477,2.694629669189453,0.0017203171886955235,0.0013730314018467003,0.000917705498172763,0.3391832872814929,0.32549328062562316,0.1191201714186585,0.18588775782035416,Buy
2011-09-07,0.0032259963850924354,0.0036643729371597517,0.0027876198330251175,0.0032259963850924354,0.42798312388067394,0.0,0.0,0.673076923076923,0.5,0.42765952604688146,0.00014436445878666628,3.2735273838043213,2.694629669189453,0.0021418291543864668,0.0016140572791851805,0.0010704543029198422,0.3402541773343549,0.3259369567264117,0.01543848440612794,0.11017555574152071,Buy
2011-09-08,0.003068630370267278,0.0034508046395567912,0.0028887839075356185,0.0031473140016894836,0.2288058730825458,0.0,0.0,0.673076923076923,0.75,0.5533939418603246,0.00019436802152183113,3.2735273838043213,2.694629669189453,0.002396092857636603,0.0018054395214526751,0.0012057571190451713,0.34094058447765846,0.32644200114403843,-0.0472496587978839,0.10860368024734157,Buy
2011-09-09,0.0030124331446566323,0.0034395680654976113,0.0026752204059145076,0.0028101052870174066,0.22597198353624232,0.0,0.0,0.673076923076923,1.0,0.37610530949560944,0.00014251758354392603,3.2735273838043213,2.694629669189453,0.0024509841863429027,0.0019135383061785628,0.001304760782607899,0.3410642060930937,0.32687307025712714,-0.006484084024803938,0.11527359356107936,Buy
2011-09-12,0.0025965358345060793,0.003315922896009446,0.0025965358345060793,0.0031810380229718785,0.2387628712214349,0.0,0.0,0.6923076923076923,0.0,0.34265553154567646,0.0001503609174673642,3.2735273838043213,2.694629669189453,0.002613659063581065,0.002064231050770223,0.0014253354808214797,0.3414404941608247,0.3273002122348024,-0.027445451896855877,0.07389141585834436,Hold
2011-09-13,0.003315919017701636,0.003619410712939808,0.0030686296073560264,0.003540727085302453,0.22158735102613342,0.0,0.0,0.6923076923076923,0.25,0.4351783571617851,0.00019479780301625944,3.3378491401672363,2.694629669189453,0.002844367896347476,0.0022491696303058115,0.0015650072049146133,0.34199941701005443,0.32776415108425755,-0.047487941746094275,0.04404678758230207,Hold
2011-09-14,0.003967865856087171,0.004597329626497969,0.003956625182765464,0.004383761121263933,0.41168935569590964,0.0,0.0,0.6923076923076923,0.5,0.43259187117114084,0.0003477076353510514,3.5101406574249268,2.694629669189453,0.0032847224653941264,0.0025402581655850232,0.0017600256342330048,0.3431694383004532,0.32839116245863753,-0.1217277766959185,-0.03861261705390695,Hold
